AddressID,AddressLine1,AddressLine2,City,StateProvince,CountryRegion,PostalCode,rowguid,ModifiedDate
453,6333 Cote Vertu,NULL,Montreal,Quebec,Canada,H1Y 2H7,355681F2-4D9D-4522-BFA0-105BE64394D8,00:00.0
454,3255 Front Street West,NULL,Toronto,Ontario,Canada,M4B 1V6,EF4DC57D-8B8B-4074-B5F0-ACBEF65DBEC1,00:00.0
455,2550 Signet Drive,NULL,Weston,Ontario,Canada,M9V 4W3,43D582CF-E95F-4861-BA60-2DC7121410A6,00:00.0
456,6777 Kingsway,NULL,Burnaby,British Columbia,Canada,V5H 3Z7,2F3B383E-08A5-407D-AB1B-A1390E87A888,00:00.0
457,5250-505 Burning St,NULL,Vancouver,British Columbia,Canada,V7L 4J4,93F02C61-783D-4F04-8A57-416F25817ABA,00:00.0
458,600 Slater Street,NULL,Ottawa,Ontario,Canada,K4B 1S2,49F4EE42-E20B-4E66-B43C-A28E9FC63CA0,00:00.0
459,25575 The Queensway,NULL,Etobicoke,Ontario,Canada,M9W 3P3,616235EA-DC36-4C39-BF91-FFE12BB676E0,00:00.0
460,2521 McPherson Street,NULL,Markham,Ontario,Canada,L3S 3K2,7D6F03AC-5D55-422E-850E-B8743FAC81B2,00:00.0
461,2560 Bay Street,NULL,Toronto,Ontario,Canada,M4B 1V7,726819A8-1B02-4EFD-AEB9-3FD801D9F153,00:00.0
462,630 University Avenue,NULL,Toronto,Ontario,Canada,M4B 1V7,27D5BDAD-647D-4A56-859A-BC6A82AF7DCD,00:00.0
463,992 St Clair Ave East,NULL,Toronto,Ontario,Canada,M4B 1V7,D6ED51FA-6DD1-460C-99E0-64BA90F035AE,00:00.0
464,"99, Rue Saint-pierre",NULL,Pnot-Rouge,Quebec,Canada,J1E 2T7,C4A1EE36-8149-46B7-A313-A63010987A8E,00:00.0
465,25245 Rue Sherbrooke Ouest,NULL,Montreal,Quebec,Canada,H1Y 2H5,10EE8C14-2792-4F02-B83D-92511D20470F,00:00.0
466,655-4th Ave S.W.,NULL,Calgary,Alberta,Canada,T2P 2G8,09C5F0BA-7128-4455-832D-0DF587248A5A,00:00.0
467,25900-700-9th Ave S.W.,NULL,Calgary,Alberta,Canada,T2P 2G8,13560188-CE4A-470D-9913-49903047D459,00:00.0
468,Po Box 83270,NULL,Vancouver,British Columbia,Canada,V7L 4J4,C00A5DFF-B134-4900-9561-E67EEB425F9F,00:00.0
469,400-25155 West Pender St,NULL,Vancouver,British Columbia,Canada,V7L 4J4,B81768F9-3B05-43DC-8DDE-85FFCA00D4DE,00:00.0
470,2511 Baker Road,NULL,Toronto,Ontario,Canada,M4B 1V7,6E934D97-69B9-4FCF-9E4E-56BF94E52986,00:00.0
471,770 Notre Datme Quest Bureau 800,NULL,Montreal,Quebec,Canada,H1Y 2H7,5EDA011D-31D1-4DFB-A78C-397B6335F85B,00:00.0
472,250551 Shellbridge Way,NULL,Richmond,British Columbia,Canada,V6B 3P7,1A6A1A7B-E208-473D-A8F4-14A89D06FAD2,00:00.0
473,595 Burning Street,NULL,Vancouver,British Columbia,Canada,V7L 4J4,0EC83A85-137E-4CF3-B13D-3926277698B2,00:00.0
474,252345 8810th Avenue,NULL,Surrey,British Columbia,Canada,V3T 4W3,447CA097-077D-4980-A431-8FAFAD156CED,00:00.0
475,2512-410th Avenue S.W.,NULL,Calgary,Alberta,Canada,T2P 2G8,EC6C99B9-61E2-4400-8180-208F5A6C7EFF,00:00.0
476,258 King Street East,NULL,Toronto,Ontario,Canada,M4B 1V7,90C770A5-A474-43D1-9A67-0F5DE336F9DC,00:00.0
477,6th Floor Ferguson Block,NULL,Toronto,Ontario,Canada,M4B 1V7,39F3B067-2263-4591-ABF9-D5210DA4F783,00:00.0
478,2545 King Street West,NULL,Toronto,Ontario,Canada,M4B 1V7,2817A0B7-8985-4527-BB7B-B75F55F4D8DE,00:00.0
479,2550 Middlefield Road,NULL,Scarborough,Ontario,Canada,M1V 4M2,E60801BF-CFB3-4606-A738-8AA0EB587AFB,00:00.0
480,25 First Canadian Place,NULL,Toronto,Ontario,Canada,M4B 1V5,07A009B2-1421-4597-AB85-22BCE3C82B2C,00:00.0
481,65 Gamelin Street,NULL,Hull,Quebec,Canada,8Y,F35E73BA-678F-4A0F-80BC-6385A7A6CB24,00:00.0
482,2500 University Avenue,NULL,Toronto,Ontario,Canada,M4B 1V5,197A1735-E89E-4F15-A5F7-FEB98B369094,00:00.0
483,955 Green Valley Crescent,NULL,Ottawa,Ontario,Canada,K4B 1S1,C6B743C3-F830-43E4-BA58-DD36FC451D14,00:00.0
484,2510 Crew Court,NULL,Montreal,Quebec,Canada,H1Y 2H8,1F41EDC1-7144-4D6B-9CBD-4318C2358FA1,00:00.0
485,"9900-6400 Boul, Taschereau",NULL,Brossard,Quebec,Canada,J4Z 1R4,7C46D2FC-E31E-402F-A093-4CF18F7F6E54,00:00.0
486,600 Boul. Rene-levesque Ouest,NULL,Montreal,Quebec,Canada,H1Y 2H7,112049E4-64D5-4305-9545-933E89B74F6E,00:00.0
487,9259 - 1110th Avenue Sw,NULL,Calgary,Alberta,Canada,T2P 2G8,275AC976-0D23-4D97-9F58-BB186D1CC089,00:00.0
488,45259 Canada Way,NULL,Burnaby,British Columbia,Canada,V5G 4S4,6D2D6846-3F17-474E-8D31-AD3A59C0CEB0,00:00.0
489,9960 King Street E.,NULL,Toronto,Ontario,Canada,M4B 1V5,EB632E56-4299-4714-9E91-224319BDCB62,00:00.0
490,9979 Bayview Drive,NULL,Barrie,Ontario,Canada,L4N,85D72A98-F631-457C-8FFF-04FAEC508F5D,00:00.0
491,20225 Lansing Ave,NULL,Montreal,Quebec,Canada,H1Y 2H7,A9B5A261-2463-4489-9951-EACFA29A8231,00:00.0
492,"99954 Boul. Laurier, Local 060, Place",NULL,Sainte-Foy,Quebec,Canada,G1W,541CDE7C-3F3A-435F-A7B5-F30055DFBC68,00:00.0
493,6th Floor 5250 Main Street,NULL,Winnipeg,Manitoba,Canada,R3,AC0E73D8-FF0A-42BD-8502-E19EBAC7343F,00:00.0
494,Box 99354 300 Union Street,NULL,Saint John,Brunswick,Canada,E2P 1E3,21FF77A8-39DC-44D8-917C-FDD645DBF9EB,00:00.0
495,Suite 800 2530 Slater Street,NULL,Ottawa,Ontario,Canada,K4B 1T7,C6633AD5-006D-4967-B97E-7919DD48A700,00:00.0
496,Suite 500 995 W. 11th Avenue,NULL,Mississauga,Ontario,Canada,L5A 1H6,496C1AD3-2925-4322-8811-890AB6107F67,00:00.0
497,#9900 2700 Production Way,NULL,Burnaby,British Columbia,Canada,V5A 4X1,AA651B28-0A51-4084-8444-A70CC71BCE65,00:00.0
498,25537 Hillside Avenue,NULL,Victoria,British Columbia,Canada,V8V,385C24E0-E20C-40C9-BAC9-95D70D5B6900,00:00.0
499,Suite 2502 410 Albert Street,NULL,Waterloo,Ontario,Canada,N2V,44099B0E-03F3-447C-83BF-BE4BAA010A83,00:00.0
500,5700 Explorer Drive,NULL,Mississauga,Ontario,Canada,L4W 5J3,F6FED7FA-39D9-4A60-A1F5-1622489E55FD,00:00.0
501,965 De La Gauchetiere West,NULL,Montreal,Quebec,Canada,H1Y 2H8,ACB9C033-18C6-4F02-975E-9C5226B96B72,00:00.0
502,No. 25400 10665 Jasper Avenue,NULL,Edmonton,Alberta,Canada,T5,51180CA2-6614-46A5-B89C-EF7B0421C847,00:00.0
503,P.O. Box 44000,NULL,Winnipeg,Manitoba,Canada,R3,C4F3E274-13E1-4A99-8FD3-2C7D3D1EE5A1,00:00.0
504,Suite 99320 255 - 510th Avenue S.W.,NULL,Calgary,Alberta,Canada,T2P 2G8,CFF7437F-6830-4797-875B-D9A54EA38975,00:00.0
505,"6400, 888 - 3rd Avenue",NULL,Calgary,Alberta,Canada,T2P 2G8,A6EFF2B6-3B11-47EF-AB7E-701E5041C71C,00:00.0
506,255117 - 101 Avenue,NULL,Surrey,British Columbia,Canada,V3T 4W3,22895B47-6086-4550-B437-A75DBEDFE1D9,00:00.0
507,975 Princess Street,NULL,Kingston,Ontario,Canada,7L,D7849F5F-C042-4FCE-8F6B-BA5CD8708E10,00:00.0
508,2900 - 25055 Dunning Street,NULL,Vancouver,British Columbia,Canada,V7L 4J4,4EE0334F-027C-4036-880F-6E9104E21533,00:00.0
509,Suite 25800 3401 - 10810th Avenue,NULL,Surrey,British Columbia,Canada,V3T 4W3,28C52717-7117-41B6-A5C7-FDA60D566163,00:00.0
510,750 Philip Street,NULL,Waterloo,Ontario,Canada,N2V,F2B96299-187A-4E52-96DE-FE9D1C8AB33F,00:00.0
511,"Bureau 9900 825, Avenue Querbes",NULL,Outremont,Quebec,Canada,H1Y 2G5,EF10CF20-A540-4D5C-BEFD-1B48B7D48402,00:00.0
512,700 Bureau Road,NULL,Montreal,Quebec,Canada,H1Y 2H7,963F514B-7752-46E8-9742-1FD40A68EA33,00:00.0
513,"253711 Mayfield Place, Unit 150",NULL,Richmond,British Columbia,Canada,V6B 3P7,C418C2F4-6B32-4404-AAB1-E0BEC3958C11,00:00.0
514,63 West Beaver Creek,NULL,Richmond Hill,Ontario,Canada,L4E 3M5,AD60DBA9-3B01-47E9-BB5E-DF94D0579F14,00:00.0
515,9900 Ronson Drive,NULL,Etobicoke,Ontario,Canada,M9W 3P3,42242712-6DD2-423F-9B89-C953454E3B09,00:00.0
516,251 Indell Lane,NULL,Brampton,Ontario,Canada,L6W 2T7,A1F36994-B5B3-4646-87EA-692A513395EA,00:00.0
517,2573 Dufferin Street,NULL,Toronto,Ontario,Canada,M4B 1V5,97605C5C-8309-44F2-9A98-C5A5709497FF,00:00.0
518,995 Crescent,NULL,Richmond Hill,Ontario,Canada,L4E 3M5,0B49022D-8B49-4CF6-B0A3-46231CD48441,00:00.0
519,2500-622 5th Ave Sw,NULL,Calgary,Alberta,Canada,T2P 2G8,13754965-6A09-4343-968C-8699C27FDFAA,00:00.0
520,6700 Boul Taschereau,NULL,Brossard,Quebec,Canada,J4Z 1C5,B730EAFF-5828-4C8C-86C1-9137F50FCA48,00:00.0
521,55 Standish Court,NULL,Mississauga,Ontario,Canada,L5B 3V4,97C329E2-FA67-4478-AA7B-78A8DEECF7CA,00:00.0
522,"43251 Viking Way, Unit 130",NULL,Richmond,British Columbia,Canada,V6B 3P7,842BCBE5-9DA5-42D5-A4BB-4197DB5B69C7,00:00.0
523,46990 Viking Way,NULL,Richmond,British Columbia,Canada,V6B 3P7,85C88CD6-682C-4358-9F8C-5A24F4CCFD98,00:00.0
524,9693 Louis H Lafontaine,NULL,Ville De'anjou,Quebec,Canada,J1G 2R3,ACC21BD9-FB1B-4764-941B-2FB98AA4EB27,00:00.0
525,69251 Creditview Road,NULL,Mississauga,Ontario,Canada,L5B 3V4,2CA11975-213A-46FB-A0BE-2529003074CC,00:00.0
526,251420a 170th Street,NULL,Edmonton,Alberta,Canada,T5,476D80AE-69A0-480D-9DF3-8FD0C1095A21,00:00.0
527,252851 Rowan Place,NULL,Richmond,British Columbia,Canada,V6B 3P7,11EAEE50-8A14-4B81-951E-86701B6F60C0,00:00.0
528,5990 Avebury Road,NULL,Mississauga,Ontario,Canada,L5B 3V4,D9928CCC-FC35-435A-8A0F-6887813E0E06,00:00.0
529,254480 River Rd,NULL,Richmond,British Columbia,Canada,V6B 3P7,034076FD-CD0E-4EAD-864E-8CE7F47D6612,00:00.0
530,Suite #9902,NULL,North York,Ontario,Canada,M4C 4K6,FE36E0C8-AD8A-4D2C-BC53-5D69BE5A9CE7,00:00.0
531,"5th Floor, 79 Place D'armes",NULL,Kingston,Ontario,Canada,7L,F6FB5F79-C5FA-4A7C-8D75-6E9243360308,00:00.0
532,#500-75 O'Connor Street,NULL,Ottawa,Ontario,Canada,K4B 1S2,1B58B9BC-A691-4927-BF17-569E4BE822F3,00:00.0
533,4400 March Road,NULL,Kanata,Ontario,Canada,K2L 1H5,43484CD9-AD5B-41F4-A9CC-DDFBAC4B5AA5,00:00.0
534,Depot 80,NULL,Sillery,Quebec,Canada,G1T,3178440D-5C3A-48F2-AF6B-0A607774E265,00:00.0
535,250 Kingsbridge Garden Circle,NULL,Mississauga,Ontario,Canada,L5B 3V4,9771494E-9053-40F2-84A5-E0D108DEEFED,00:00.0
536,No. 2000-25080 Beaver Hall Hill,NULL,Quebec,Quebec,Canada,G1R,0C38C439-4562-4E37-8F23-AFF2C9005C38,00:00.0
537,No. 25800-130 King Street West,NULL,Toronto,Ontario,Canada,M4B 1V5,C2BCDAEC-366C-489C-BF43-8CC2881179F3,00:00.0
538,25 Danger Street West,Floor 7,Toronto,Ontario,Canada,M4B 1V5,10B2404C-F0AF-409C-AF5D-0218BEB03D0D,00:00.0
539,"6th Floor, 25st Canadian Place",NULL,Toronto,Ontario,Canada,M4B 1V5,D51784C0-CC77-48C2-8FA6-75405F3E35B9,00:00.0
540,254 Colonnade Road,NULL,Nepean,Ontario,Canada,K2J 2W5,1C97F465-F2AF-4D34-BE8C-7AFDAD119425,00:00.0
541,25981 College Street,NULL,Montreal,Quebec,Canada,H1Y 2H5,AF56D631-EB1C-4716-A89B-88BC4AE04B93,00:00.0
542,5 place Ville-Marie,NULL,Montreal,Quebec,Canada,H1Y 2H7,B242B256-254B-4624-B3AF-BF0058BB0B7B,00:00.0
543,6030 Conroy Road,NULL,Ottawa,Ontario,Canada,K4B 1S3,AA8F3ECB-C454-448B-B774-FF9CDF01E629,00:00.0
544,"30025 Wayburne Drive, Suite 275",NULL,Burnaby,British Columbia,Canada,V5G 4W1,4C65A591-C6B0-43D8-8FAF-F4B1CB9953E1,00:00.0
545,999 West Georgia St.,NULL,Vancouver,Ontario,Canada,V5T 1Y9,9D35F3C2-966E-4B3B-8D29-0E6AB8DEF01B,00:00.0
546,"250333 Southport Road, S.W.",NULL,Calgary,Alberta,Canada,T2P 2G8,11D29E3F-D9B2-4E24-AC01-EEBA72DA4DDF,00:00.0
547,7000 Victoria Park Avenue,NULL,Toronto,Ontario,Canada,M4B 1V4,28125EC3-FDC2-45D8-93B3-CD7DB2113424,00:00.0
548,63 Free St.,NULL,Toronto,Ontario,Canada,M4B 1V4,5649C5D8-1798-4622-95BF-DC7E581284A0,00:00.0
549,609 Evans Avenue,NULL,Toronto,Ontario,Canada,M4B 1V4,DCF9C9B5-A7B6-4383-9480-1F84130B5F8B,00:00.0
550,2520 Flanders Road,NULL,Toronto,Ontario,Canada,M4B 1V4,A1D478E6-76DA-445F-A924-0B5DEE3C7CBB,00:00.0
551,"32605 West 252 Mile Road, Suite 250",NULL,Aurora,Ontario,Canada,L4G 7N6,E7567A62-3ACF-4F0B-B202-E28B92DE689A,00:00.0
552,"25730, boul. St-Rgis",NULL,Dorval,Quebec,Canada,H9P 1H1,6832A3BD-56EC-42FE-8B4C-6BFD09F89EB4,00:00.0
553,"253131 Lake Frasier Drive, Office No. 2",NULL,Calgary,Alberta,Canada,T2P 2G8,EF7B5BD3-3A04-4A09-A0D2-02B98E3333DC,00:00.0
554,9984 Wellington Street,NULL,Ottawa,Ontario,Canada,K4B 1S2,6E0797C9-FD43-418F-A5FE-8683292B95FE,00:00.0
555,"9950 Ferrand Drive, 9th Floor",NULL,Toronto,Ontario,Canada,M4B 1V4,32890831-931E-44AD-801B-41B1AD862ECA,00:00.0
556,990th Floor 700 De La GauchetiSre Ou,NULL,Montreal,Quebec,Canada,H1Y 2H3,87846D7C-AB01-41C6-A4CC-FAD06D74D11B,00:00.0
557,"660 Saint-Jacques, Bureau 400",NULL,Montreal,Quebec,Canada,H1Y 2H8,DCE88C1F-8BFE-4306-BA02-50446466C5E5,00:00.0
558,"67255 - 8th Street N.E., Suite 350",NULL,Calgary,Alberta,Canada,T2P 2G8,DA596ABB-B3AF-48EC-A082-9E94CD870A5F,00:00.0
559,12345 Sterling Avenue,NULL,Irving,Texas,United States,75061,0D39391C-A319-486B-AC9E-5863795D6675,00:00.0
560,800 Interchange Blvd.,Suite 2501,Austin,Texas,United States,78701,5790365C-DA3C-43BC-93D3-99104C038B71,00:00.0
561,90025 Sterling St,NULL,Irving,Texas,United States,75061,C1CA3287-F642-44DA-BBA1-8AB47E1907DD,00:00.0
562,2505 Gateway Drive,NULL,North Sioux City,South Dakota,United States,57049,57A5E455-526C-402A-BC5D-EE613BF58372,00:00.0
563,74400 France Avenue South,NULL,Edina,Minnesota,United States,55436,A1841D05-CABD-4453-96E4-9B1E95CA2BC2,00:00.0
564,509 Nafta Boulevard,NULL,Laredo,Texas,United States,78040,F9A8A87A-152F-4204-B5D2-DBCB8DA1C13B,00:00.0
565,25149 Howard Dr,NULL,West Chicago,Illinois,United States,60185,F4915606-499D-477D-8309-E8F92E9D8FE3,00:00.0
566,63 W Monroe,NULL,Chicago,Illinois,United States,60610,61113716-53E4-4FAA-A5A2-247B03F0F9C6,00:00.0
567,Corporate Office,NULL,Garland,Texas,United States,75040,10CC0938-B0AF-42E0-9176-564321C68787,00:00.0
568,25269 N. Wood Dale Rd,NULL,Wood Dale,Illinois,United States,60191,E863927D-49FB-47AB-9CA6-A5F36D082B66,00:00.0
569,Sapp Road West,NULL,Round Rock,Texas,United States,78664,B7EA2783-866E-4AD9-945C-914B674AD2CD,00:00.0
570,52500 Liberty Way,NULL,Fort Worth,Texas,United States,76102,F5A1147F-761F-4577-BB48-BBEF73B4A27F,00:00.0
571,25550 Executive Dr,NULL,Elgin,Illinois,United States,60120,8CAF52B2-D3E2-4A5F-A704-874768007F38,00:00.0
572,P.O. Box 6256916,NULL,Dallas,Texas,United States,75201,206E0FF7-E120-4845-ACB4-A4443EBF6429,00:00.0
573,25269 Wood Dale Rd.,NULL,Wood Dale,Illinois,United States,60191,E4C1153E-6C1A-45DF-ADDB-80FAC429FA3F,00:00.0
574,Po Box 8259024,NULL,Dallas,Texas,United States,75201,9794B438-2E91-4699-85DF-5FCF98210AC1,00:00.0
575,42500 W 76th St,NULL,Chicago,Illinois,United States,60610,CD335652-0913-40EA-9AE0-323066FC04F0,00:00.0
576,4255 East Lies Road,NULL,Carol Stream,Illinois,United States,60188,C1A9793E-50B5-431C-82DD-8B36ACC9AC4E,00:00.0
577,2500 North Stemmons Freeway,NULL,Dallas,Texas,United States,75201,C91ED16C-4407-4EED-A241-C8327E5E50C2,00:00.0
578,220 Mercy Drive,NULL,Garland,Texas,United States,75040,791E9C8D-6C3A-4CFD-9F0A-C4A99424C268,00:00.0
579,25 N State St,NULL,Chicago,Illinois,United States,60610,02D95901-41C1-4479-A04F-9FFB5A2675E3,00:00.0
580,2509 W. Frankford,NULL,Carrollton,Texas,United States,75006,A0DBC338-CF0E-4962-9FBF-63220AECA66E,00:00.0
581,Po Box 8035996,NULL,Dallas,Texas,United States,75201,CC8321BA-C938-4765-8175-9126D432957F,00:00.0
582,5700 Legacy Dr,NULL,Plano,Texas,United States,75074,08EBF5A9-2171-433E-85B8-56FFF949D041,00:00.0
583,625 W Jackson Blvd. Unit 2502,NULL,Chicago,Illinois,United States,60610,A35C7AC7-5AE8-43D9-92E7-180D78A9A7B8,00:00.0
584,250880 Baur Blvd,NULL,Saint Louis,Missouri,United States,63103,ED1EE7DA-5087-4E7A-B019-7782742BC451,00:00.0
585,Noah Lane,NULL,Chicago,Illinois,United States,60610,E9408FBB-1C28-4923-9D85-2DFADB3B4B6B,00:00.0
586,6030 Robinson Road,NULL,Jefferson City,Missouri,United States,65101,35B2FB0C-60EA-48F2-814A-F6813242858E,00:00.0
587,25500 Old Spanish Trail,NULL,Houston,Texas,United States,77003,9A71E3C4-CAEA-4C5C-A146-5B85A513D82F,00:00.0
588,"99828 Routh Street, Suite 825",NULL,Dallas,Texas,United States,75201,180F5A76-930D-4B70-9D70-7AA3E49BB71E,00:00.0
589,"One Dancing, Rr No. 25",Box 8033,Round Rock,Texas,United States,78664,A514F151-6B2D-452C-A983-D68AED9E112E,00:00.0
590,9995 West Central Entrance,NULL,Duluth,Minnesota,United States,55802,86553E06-3BF8-4C21-8E40-AE95309C4B3E,00:00.0
591,48255 I-10 E. @ Eastpoint Blvd.,NULL,Baytown,Texas,United States,77520,8D604CA1-2F01-46C1-9041-39915144B446,00:00.0
592,9903 Highway 6 South,NULL,Houston,Texas,United States,77003,CE585616-C47C-4BD4-8D71-1755B6417770,00:00.0
593,2345 North Freeway,NULL,Houston,Texas,United States,77003,74E5959F-4C5F-4BDA-ABCF-429762E1670D,00:00.0
594,123 W. Lake Ave.,NULL,Peoria,Illinois,United States,61606,C9F2B21E-3EDB-4315-AA03-8ADDE7D8A598,00:00.0
595,660 Lindbergh,NULL,Saint Louis,Missouri,United States,63103,012D17BA-C426-40C2-A9FD-85093E2CEB8A,00:00.0
596,72540 Blanco Rd.,NULL,San Antonio,Texas,United States,78204,5EC50E4C-3026-4BD5-9A15-00776AD22EEC,00:00.0
597,99450 Highway 59 North,NULL,Humble,Texas,United States,77338,3BD8466E-2A52-4661-8460-50736409EE8A,00:00.0
598,455 256th St.,NULL,Moline,Illinois,United States,61265,FBEDD917-C269-4E36-A791-58B35F34B107,00:00.0
599,70 N.W. Plaza,NULL,Saint Ann,Missouri,United States,63074,4735A716-33C4-4366-BCC0-410BCEEF3E2C,00:00.0
600,25095 W. Florissant,NULL,Ferguson,Missouri,United States,63135,1A51283C-12BB-462E-A1B8-A0039C18E6D8,00:00.0
601,6996 South Lindbergh,NULL,Saint Louis,Missouri,United States,63103,A8F4D544-A137-4775-B6C9-7C85A12A4DDC,00:00.0
602,6425 Nw Loop 410,NULL,San Antonio,Texas,United States,78204,6241806C-C9CC-46AA-A91F-B663C7E0C8BB,00:00.0
603,9500b E. Central Texas Expressway,NULL,Killeen,Texas,United States,76541,0E6E9E86-A637-4FD5-A945-AC342BFD715B,00:00.0
604,1200 First Ave.,NULL,Joliet,Illinois,United States,60433,79972B72-7D84-4A33-AE27-44A5EFAEF39D,00:00.0
605,7760 N. Pan Am Expwy,NULL,San Antonio,Texas,United States,78204,6C3DA38C-887D-410C-B022-8F2BF2DB3339,00:00.0
606,99433 S. Greenbay Rd.,NULL,Racine,Wisconsin,United States,53182,48F98B9B-CF62-4A87-95E8-44DA6AAC6F97,00:00.0
607,25220 Airline Road,NULL,Corpus Christi,Texas,United States,78404,6E7FE435-895A-4E65-913B-2AD21CF4CE6D,00:00.0
608,25306 Harvey Rd.,NULL,College Station,Texas,United States,77840,49D7554E-852F-4D68-81B5-44C7A615F117,00:00.0
609,3900 S. 997th St.,NULL,Milwaukee,Wisconsin,United States,53202,7394624A-5CA8-4ADC-923C-235D971514B8,00:00.0
610,44025 W. Empire,NULL,Denby,South Dakota,United States,57716,8AFB400F-1FE5-460D-BC56-4A7BF801B41B,00:00.0
611,23025 S.W. Military Rd.,NULL,San Antonio,Texas,United States,78204,76ED2669-D8A8-4468-943D-7319A9B18FE3,00:00.0
612,Ring Plaza,NULL,Norridge,Illinois,United States,60706,60AB96A4-26F6-439C-9F32-238BD16B293F,00:00.0
613,Lakeline Mall,NULL,Cedar Park,Texas,United States,78613,D26F02D6-326A-4088-B9EE-D441DFDFA1DF,00:00.0
614,Town East Center,NULL,Mesquite,Texas,United States,75149,7BA1AF96-5A8E-4259-835C-DA67DB296A5E,00:00.0
615,Fountains On The Lake,NULL,Stafford,Texas,United States,77477,BC2D6156-BCF7-47F7-A409-31122653F701,00:00.0
616,Southwest Outlet,NULL,Hillsboro,Texas,United States,76645,47F987F7-44FF-4372-AAF5-4CC7B7F64216,00:00.0
617,Johnson Creek,NULL,Johnson Creek,Wisconsin,United States,53038,ACA53503-0920-446D-9C54-B83D7949D019,00:00.0
618,Blue Ridge Mall,NULL,Kansas City,Missouri,United States,64106,8612FBAD-3CE1-435B-BE0B-5A48DDBD2B62,00:00.0
619,First Colony Mall,NULL,Sugar Land,Texas,United States,77478,DA205E92-2867-48A9-BF18-4558A31272AE,00:00.0
620,Horizon Outlet,NULL,Woodbury,Minnesota,United States,55125,70080B27-59BD-4BA1-84D2-68204B304D70,00:00.0
621,Tanger Factory,NULL,Branch,Minnesota,United States,55056,75D18DB1-C9EF-4DAD-BBD2-697FF73FAF6C,00:00.0
622,Management Mall,NULL,San Antonio,Texas,United States,78204,E82D1276-E19A-4FAD-90F5-7E19AF94EA64,00:00.0
623,Ohms Road,NULL,Houston,Texas,United States,77003,D4688E5C-2D2D-4925-B58A-356C117728D8,00:00.0
624,Factory Merchants,NULL,Branson,Missouri,United States,65616,DC707744-912B-4E7A-945A-1B959168DC94,00:00.0
625,Cedar Creek Stores,NULL,Mosinee,Wisconsin,United States,54455,2E6E124E-BB43-4D40-8515-82DDA7994BD4,00:00.0
626,Lone Star Factory,NULL,La Marque,Texas,United States,77568,5F33B654-E091-4B2F-B5BD-AC5AC6D47EE6,00:00.0
627,Sports Stores @ Tuscola,NULL,Tuscola,Illinois,United States,61953,808EFDC0-EA1B-437D-88C0-A3B6A8864B7F,00:00.0
628,City Center,NULL,Minneapolis,Minnesota,United States,55402,B80975D1-AB6E-42F1-B328-5DB1D445E2C9,00:00.0
629,St. Louis Marketplace,NULL,Saint Louis,Missouri,United States,63103,163FDE0A-2148-44BC-9FC1-A7390650127C,00:00.0
630,Lincoln Square,NULL,Arlington,Texas,United States,76010,734DE48F-7F95-4386-986E-F8AB86C194A0,00:00.0
631,Kansas City Factory Outlet,NULL,Odessa,Missouri,United States,64076,BCD46B97-395D-4EEF-A712-245BA629621F,00:00.0
632,Fiesta Trail Shopping Center,NULL,San Antonio,Texas,United States,78204,F79532D7-38E9-42EC-8EA4-C9D7E1C13C12,00:00.0
